64	5.1	8	9	1.7	15.4	20	675	82	287.5	20.3	2.1	0.03	0.69	275	0.1	6.1	0.94	1.2	52	45	82
82	5.1	10	11	2	14.2	39	783	100	240.6	23	2.3	0.19	0.72	359	0	5.5	0.92	1.6	37	39	86
73	7.5	7	12	1.1	13.9	21	602	69	446.9	29.4	3.6	0.27	0.67	202	0	4.3	0.74	2	49	43	77
77	6.7	9	13	1.3	17.3	37	753	115	109.4	27.3	3.4	0.34	0.7	264	0.1	5.8	0.65	1.1	39	49	77
54	4.2	3	6	2.1	14.9	43	713	123	306.3	29	3.5	0.29	0.86	233	0.1	3.3	0.7	1	55	21	93
93	5.4	1	2	2.1	14	29	606	83	309.4	29.1	3.9	0.24	0.67	297	0.1	4.8	0.66	1.7	40	33	96
68	9.4	1	7	2.5	11.5	43	764	97	265.6	22.3	2.7	0.08	0.65	210	0.1	5.2	0.77	1.5	59	26	76
76	8.8	2	7	2.3	19.5	23	625	88	418.8	22.7	2.2	0.1	0.61	255	0.2	6	0.8	1.2	41	24	82
53	3.9	6	2	2.5	18.4	32	733	101	103.1	22.2	3.5	0.37	0.27	165	0.3	5.1	0.54	1.8	51	35	92
92	2.3	5	7	3	13	35	722	65	412.5	21.4	3.5	0.44	0.26	132	0.3	3.1	0.62	1.6	53	31	97
66	9.5	9	3	2.4	10.5	25	770	108	134.4	26	2.8	0.22	0.49	53	0.3	6.2	0.98	1.5	56	30	93
93	8.5	9	6	2.9	18.6	45	673	71	409.4	26.7	3	0.08	0.24	48	0.3	4.6	0.86	1.7	48	26	84
66	5.4	0	4	2.6	16.8	34	620	120	193.8	28.7	2.1	0.47	0.25	292	0	3.4	0.78	2.9	28	40	91
91	4.4	4	3	2.5	15.2	20	742	73	387.5	28.8	2.4	0.36	0.12	185	0.1	3.7	0.64	2.7	23	46	84
75	7	2	5	2.4	12.7	42	622	118	237.5	23.6	3.6	0.1	0.55	348	0.1	3.9	0.93	3	32	48	81
81	8.3	1	3	2.2	17.4	26	784	80	365.6	20.9	3.7	0.13	0.52	213	0	4.7	0.91	2.6	19	45	75
61	1.4	5	7	2.6	15.6	27	711	124	231.3	22.1	2.1	0.45	0.84	45	0.3	4.4	0.52	2.1	33	39	94
94	4.8	6	2	2.3	10.2	33	734	90	437.5	23.5	2.3	0.28	0.91	101	0.3	5.7	0.59	2.5	34	35	89
52	8.1	7	8	2.5	11.3	24	633	119	106.3	26.2	2.9	0.05	0.96	70	0.4	4.8	0.86	1.9	12	48	79
79	8.9	8	3	2.9	17.8	38	795	92	393.8	26.1	3.3	0.3	0.85	50	0.4	5.1	0.89	2.3	25	46	98
73	4.7	2	14	2.5	19.6	42	791	88	200	29.8	2.9	0.12	0.71	36	0	9.8	0.6	1.1	15	30	91
91	1.8	1	9	2.6	14.1	24	680	126	425	25.7	3.2	0.03	0.83	79	0	8.1	0.75	1.5	24	23	77
70	5.8	3	12	2	11.8	42	703	68	218.8	22	2	0.32	0.6	151	0.1	7.4	0.87	1.4	38	32	96
96	8.5	1	13	2.5	15.5	29	677	114	318.8	20.7	2.6	0.48	0.87	154	0.1	9	0.88	1.6	35	33	80
66	2.8	6	8	2.9	18.3	22	738	86	137.5	23.4	3.3	0.09	0.58	300	0.4	7	0.5	1.7	16	23	93
93	2.1	9	10	2.8	10.9	33	650	96	487.5	24.5	3.8	0.16	0.35	272	0.2	7.6	0.5	1.2	15	32	84
60	7.2	5	10	3	10.6	25	741	73	125	30	2.7	0.33	0.23	219	0.4	8.7	0.92	1.8	17	25	94
94	8.7	8	12	3	16.2	34	642	106	500	25.2	2.2	0.23	0.41	283	0.4	8	0.97	1.8	26	30	90
58	1.9	3	11	2.2	16.5	41	627	68	250	25.8	2.1	0.11	0.29	34	0.1	9.7	0.68	3	54	44	83
83	4.6	1	13	2.1	11.9	27	761	105	321.9	25.6	2.6	0.04	0.39	42	0.1	8.6	0.51	2.8	50	46	92
55	8.6	4	14	3	13.6	34	634	69	228.1	21.9	3.6	0.44	0.12	188	0.1	10	0.79	2.4	43	41	80
80	6.9	4	13	2.4	19.1	30	736	126	481.3	22.5	3.5	0.35	0.46	109	0.2	9.2	0.8	2.8	39	46	95
71	4	9	10	2.1	18.9	29	623	96	221.9	22.8	2.3	0.05	0.92	278	0.4	6.4	0.54	2.6	50	38	78
78	1.8	6	8	2.4	13.7	41	731	105	296.9	21.3	2.9	0.11	0.68	351	0.5	7.8	0.63	2.1	52	47	79
67	6.3	8	14	2.5	14.1	28	645	70	140.6	26.8	3.8	0.27	0.98	320	0.3	7.2	0.82	2.7	40	36	95
95	6.1	7	13	2.8	15.7	40	716	125	396.9	28.5	3	0.39	0.77	216	0.3	6.8	0.77	2.4	58	45	83
75	5.5	5	8	2	15	33	700	95	300	25	3	0.26	0.53	180	0.3	6.5	0.75	2	35	35	75
88	6	6	9	2.3	13.1	31	648	91	128.1	22.3	2.5	0.21	0.05	25	0.2	4.1	0.73	1.2	12	42	55
55	7.3	6	9	2.8	15.5	34	759	97	346.9	20.8	2.8	0.2	0.1	98	0.1	3.7	0.71	1.8	24	43	62
78	3.2	10	11	2.2	18.4	26	670	87	271.9	25.3	3.7	0.26	0.18	3	0.2	6.1	0.93	1.3	27	36	65
65	2	7	10	2.1	12.4	43	719	111	315.6	25.9	3.3	0.34	0.06	118	0	5.7	0.82	1.8	21	43	72
100	6.5	4	12	2.8	14.7	36	614	60	246.9	28.9	2	0.08	0.75	199	0.3	3.9	0.66	1.5	28	49	65
65	6.1	3	15	2.2	16.7	30	792	113	453.1	28.2	2	0.19	0.54	247	0.3	3.5	0.56	1.5	23	48	50
80	1	2	11	2.7	17.7	39	613	63	209.4	23	3.8	0.5	0.9	191	0.3	3.6	0.83	1.1	26	49	71
71	3.7	1	14	2.3	10.8	23	797	109	415.6	25.1	3.8	0.42	0.73	238	0.3	6.7	0.95	1.1	31	50	70
99	9.6	7	12	2.6	10.2	27	714	79	159.4	22.6	3.5	0.21	0.76	20	0.1	4.5	0.51	2.3	59	32	51
51	9.3	8	11	2.8	19	40	691	116	443.8	25.2	3.7	0.16	0.89	31	0.3	4.9	0.65	2.6	42	33	51
98	1.2	5	11	2.4	19.3	26	756	87	168.8	28.4	2.9	0.37	0.78	90	0	5	0.89	2.4	60	20	54
54	1.1	8	10	2.7	10	32	619	110	375	27.6	2.7	0.38	0.58	56	0.2	5.9	0.9	2.6	57	29	52
76	7.7	0	12	2.2	12.8	44	728	84	143.8	29.9	3.6	0.06	0.31	244	0.4	4.6	0.59	2.1	36	33	63
63	8	1	10	2.8	17.7	22	692	116	343.8	29.8	3.4	0.09	0.11	230	0.4	5.3	0.76	2	48	29	74
87	5.3	0	12	2.1	17.9	44	772	61	178.1	21.6	2.5	0.39	0.5	252	0.5	5.6	0.95	2.7	37	27	61
61	3.3	0	15	2.7	14.8	21	655	113	331.3	20.4	2.8	0.34	0.44	266	0.5	3.1	0.81	1.9	46	23	63
89	8.4	8	5	2.9	13	28	702	115	262.5	23.8	2.8	0.4	0.06	345	0.1	9.5	0.55	1.3	56	36	52
52	6.8	7	4	2.2	18	41	705	78	484.4	24.1	2.6	0.29	0.41	331	0.2	6.7	0.61	1.1	45	36	61
91	3	7	8	2.6	19.7	28	694	114	131.3	26.9	3	0.15	0.09	337	0.2	9.6	0.79	2.2	44	42	68
68	1.3	6	5	2.8	12	36	769	92	403.1	29.5	3.1	0.18	0.42	353	0.2	7.5	0.98	2	48	39	59
86	8.2	2	2	2	13.4	37	600	123	243.8	28.3	2	0.49	0.57	65	0.5	9.2	0.67	1	41	43	69
69	7.6	4	2	2.3	18.8	24	747	62	275	29.5	2.8	0.5	0.88	163	0.3	8.8	0.69	1.3	57	50	64
90	3.5	2	1	2.3	16.6	44	611	127	150	22	3.9	0.06	0.62	73	0.2	8.9	0.88	1.4	40	41	63
63	4.4	0	1	2.6	13.8	25	744	61	340.6	23.7	3.8	0.04	0.73	123	0.4	9.8	0.78	1.7	49	48	60
86	7.9	5	6	2.4	10.1	33	748	99	171.9	24.5	3.1	0.37	0.9	342	0.1	7.6	0.54	2.7	14	26	53
53	9.9	5	7	2.7	17.1	35	638	86	384.4	23.4	3.3	0.49	0.81	224	0	9	0.53	2.3	10	28	64
88	3.6	7	1	2.9	18.8	30	739	109	165.6	25.4	2.6	0.25	0.84	222	0.2	6.6	0.93	2.5	17	28	50
50	1.6	6	5	2.7	12.5	38	683	62	478.1	27.1	2.4	0.2	0.97	177	0.1	8.5	0.84	2.1	19	31	62
86	5.9	2	7	2.3	14.6	45	725	108	312.5	29.7	3.9	0.48	0.36	84	0.4	6.9	0.56	2.8	18	25	68
68	5.9	0	5	2	15.8	26	617	90	359.4	27	3.7	0.32	0.33	0	0.5	7.5	0.58	2.4	33	31	64
77	3.5	3	4	2.9	16.1	44	798	121	153.1	20.6	2.4	0.24	0.38	157	0.5	8.7	0.76	2	21	27	73
73	4.3	1	3	2.7	12.7	28	647	75	490.6	22.7	2.6	0.17	0.35	95	0.4	7.2	0.85	2.9	31	21	73
96	6.8	7	10	1.9	15.1	22	688	67	293.8	21	2.5	0.22	0.19	126	0.4	9.7	0.8	3	15	49	57
57	5.6	9	14	1.9	16	36	794	107	290.6	20.9	2.1	0.27	0.38	62	0.4	8.3	0.84	2.3	30	37	54
82	1.6	9	9	1.5	18.5	22	636	93	334.4	27.7	3.3	0.43	0.4	149	0.4	7.8	0.73	2.5	11	44	74
74	2.2	8	9	1.7	10.5	42	775	102	181.3	27.3	3.8	0.41	0.44	104	0.3	7	0.7	2.8	29	46	68
97	7.1	4	14	1.5	11.6	33	667	89	496.9	27.8	2.5	0.14	0.78	194	0.2	7.9	0.96	2.2	19	35	58
58	8.7	5	9	1	17	30	678	125	187.5	28.6	2.5	0.07	0.79	227	0.2	9.9	0.88	2.4	17	39	53
84	1.5	1	13	1.6	19.5	40	630	82	465.6	24	3.2	0.29	0.56	306	0.2	6.8	0.52	2.5	14	40	57
57	2.5	1	10	1.1	11.4	20	727	119	190.6	23.3	3	0.43	0.81	311	0.2	8.4	0.64	2.3	23	44	66
84	5.6	10	12	1.4	13.2	31	780	70	406.3	21.3	3.9	0.04	0.8	67	0.5	9.6	0.72	1.1	42	30	59
59	6.6	6	13	1.5	14.8	45	658	117	212.5	21.2	3.6	0.15	0.93	174	0.4	9.3	0.86	1.3	47	24	66
75	4	8	11	1.6	17.3	23	778	72	362.5	26.4	2.4	0.41	0.5	11	0.4	9.1	0.57	1	38	22	69
69	2.7	9	13	1.8	12.6	39	616	110	234.4	29.1	2.3	0.38	0.53	146	0.5	8.3	0.59	1.4	51	25	75
89	9.6	5	9	1.4	14.4	38	689	66	368.8	27.9	3.9	0.06	0.21	314	0.2	8.6	0.98	1.9	37	31	56
56	6.2	4	14	1.7	19.8	32	666	100	162.5	26.5	3.7	0.23	0.14	258	0.2	7.3	0.91	1.5	36	35	61
98	2.9	3	8	1.5	18.7	41	767	71	493.8	23.8	3.1	0.46	0.09	289	0.1	8.2	0.64	2.1	58	22	71
71	2.1	2	13	1.1	12.2	27	605	98	206.3	23.9	2.7	0.21	0.2	309	0.1	7.9	0.61	1.7	45	24	52
77	6.3	8	2	1.5	10.4	23	609	102	400	20.2	3.1	0.39	0.34	323	0.5	3.2	0.9	2.9	55	40	59
59	9.2	9	7	1.4	15.9	41	720	64	175	24.3	2.8	0.48	0.22	280	0.5	4.9	0.75	2.5	46	47	73
80	5.2	7	4	2	18.2	23	697	122	381.3	28	4	0.19	0.45	208	0.4	5.6	0.63	2.6	32	38	54
54	2.5	9	3	1.5	14.5	36	723	76	281.3	29.3	3.4	0.03	0.18	205	0.4	4	0.62	2.4	35	37	70
84	8.2	4	8	1.1	11.7	43	663	104	462.5	26.6	2.7	0.42	0.47	59	0.1	6	1	2.3	54	47	57
57	8.9	1	6	1.2	19.1	32	750	94	112.5	25.5	2.2	0.35	0.7	87	0.3	5.4	1	2.8	55	38	66
90	3.8	5	6	1	19.4	40	659	117	475	20	3.3	0.18	0.82	140	0.1	4.3	0.58	2.2	53	45	56
56	2.3	2	4	1	13.8	31	758	84	100	24.8	3.8	0.28	0.64	76	0.1	5	0.53	2.2	44	40	60
92	9.1	7	5	1.8	13.5	24	773	122	350	24.2	3.9	0.4	0.76	325	0.4	3.3	0.82	1	16	26	67
67	6.4	9	3	1.9	18.1	38	639	85	278.1	24.4	3.4	0.47	0.66	317	0.4	4.4	0.99	1.2	20	24	58
95	2.4	6	2	1	16.4	31	766	121	371.9	28.1	2.4	0.07	0.93	171	0.4	3	0.71	1.6	27	29	70
70	4.1	6	3	1.6	10.9	35	664	64	118.8	27.5	2.5	0.16	0.59	250	0.3	3.8	0.7	1.2	31	24	55
79	7	1	6	1.9	11.1	36	777	94	378.1	27.2	3.7	0.46	0.13	81	0.1	6.6	0.96	1.4	20	32	72
72	9.2	4	8	1.6	16.3	24	669	85	303.1	28.8	3.1	0.4	0.37	8	0	5.2	0.87	1.9	18	23	71
83	4.7	2	2	1.5	15.9	37	755	120	459.4	23.2	2.2	0.24	0.07	39	0.2	5.8	0.68	1.3	30	34	55
55	4.9	3	3	1.2	14.3	25	684	65	203.1	21.5	3	0.12	0.28	143	0.2	6.2	0.73	1.6	12	25	67
